ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
1093,-46408168,-23504400,355030884000197,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARAGUA-UBS,"DOMINGUES VIDIGAL,97",PQ INDUSTRIAL,20618076,08160350,2787970.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1094,-46771004,-23640885,355030817000040,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM HELGA - UBS,"THOMAS DE ARAUJO,R,53",JD HELGA,58422399,05794380,6039111.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1095,-46792039,-23666198,355030819000106,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM MAGDALENA - UBS,"VITORIANO PALHARES,R,221",JD MAGDALENA,58246020,05890320,5620341.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1096,-46772212,-23671188,355030819000014,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM MARACA - UBS,"FERES BECHARA,R,506",JD MARACA,58747421,05867390,5695813.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1097,-46775085,-23683041,355030843000126,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  CAICARA-UBS,"SERAFIM ALVARES,R,46",JARDIM CAICARA,58334375,05871370,2086743.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1098,-46780622,-23641910,355030817000129,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD  MITSUTANI-UBS,"FREI XISTO TEUBER,R,50",JD MITSUTANI,58429292,05791080,2787636.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1099,-46780072,-23692989,355030843000072,3550308005292,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD  PARANAPANEMA-UBS,"PIETRO DA MILANO,R,100",VL. SANTO AMARO,58334282,05875360,3002543.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1100,-46738671,-23681333,355030846000056,3550308005222,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD ALFREDO-UBS,"DINAR,R,51",JD ALFREDO,55146355,04913120,4050185.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1101,-46585621,-23452484,355030881000088,3550308005135,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD APUANA-UBS,"HUM,R,19",JARDIM APUANA,62434469,02325530,2787172.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1102,-46653156,-23709744,355030858000151,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,JD APURA -UBS,"DARCI BARCELOS,DR.,R,37",JD APURA,56730001,04470170,2787180.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1103,-46769865,-23718069,355030843000288,3550308005288,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ARACATI-UBS,"FRANCISCO HOMEM DEL REI,R,87",JD ARACATI,58961139,04949070,2787199.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1104,-46417378,-23536022,355030896000038,3550308005258,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD AURORA - UBS,"CLAUDIO DA COSTA,R,54",JD AURORA,61351671,08431160,2787202.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1105,-46392503,-23541664,355030896000117,3550308005260,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD BANDEIRANTES-UBS,"PACHECO ARANHA,R,04",GUAIANASES,65575273,08410130,3016935.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1106,-46790896,-23583292,355030865000052,3550308005240,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,JD BOA VISTA-UBS,"CANDIDO FONTOURA,R,620",JD. BOA VISTA,37828380,05583070,2787210.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1107,-46576336,-23485505,355030892000003,3550308005069,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,JD BRASIL - UBS,"FRANCISCO PEIXOTO BIZERRA,R,400",JD BRASIL,22014101,02222010,2075202.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1108,-46491506,-23554330,355030824000018,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD BRASILIA-UBS,"OSVALDO VALLE CORDEIRO,AV,245",JD. BRASILIA,67439476,03584000,4050088.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1109,-46385211,-23503315,355030836000001,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMARGO NOVO-UBS,"GENERAL PEREIRA DE BERREDO,R.,275",JD. CAMARGO NOVO,,08121260,2057271.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1110,-46712124,-23771107,355030855000005,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-UBS,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,04858550,2787229.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1111,-46408536,-23511853,355030884000192,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS - UBS,"CRESCENTE,R,97",COHAB NAZARE,61354034,08152090,2787237.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1112,-46789576,-23730480,355030843000220,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-UBS,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226,04960110,2787245.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1113,-46456475,-23616439,355030875000062,3550308005211,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CARRAOZINHO-UBS,"MARCOS GONCALVES CORREA,R,25",JD V CARRAO,67540622,08340320,2027011.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1114,-46686264,-23741988,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-UBS,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157,04842150,2787253.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1115,-46740970,-23656291,355030846000194,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD CELESTE - UBS,"JOAO FERNANDES CAMISA NOVA JR.,R,865",JD CELESTE,58178387,04913120,5079454.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1116,-46720504,-23477060,355030863000190,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JD CID PIRITUBA-UBS,"FEIZ ZARZUR,COM,S/N",JD. CIDADE PIRITUBA,39727333,02942000,2787261.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1117,-46704621,-23722254,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-UBS,"CARLOS PEZZOLO,DR,S/N",PQ ESMERALDA,59285703,04828070,2751887.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1118,-46762187,-23678166,355030843000196,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD COIMBRA-UBS,"ESTRADA M' BOI MIRIM,3301",JARDIM COIMBRA,58922327,04905023,2787288.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1119,-46471633,-23601362,355030873000081,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD COLONIAL-UBS,"JOSE RODRIGUES SANTAREM,AV,464",JD  COLONIAL,69190554,03968010,2787296.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1120,-46463245,-23626011,355030875000011,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD COLORADO(DR JOSE PIRES) - UBS,"JOSE DE ARAUJO VIEIRA,R,61",JD. RODOLFO PIRAN,67542382,08310240,4050037.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1121,-46779087,-23671014,355030819000020,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD COMERCIAL-UBS,"COSTA NOVA DO PRADO,R,92",JD. COMERCIAL,58734880,05885190,2787318.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1122,-46452307,-23608385,355030833000073,3550308005306,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-UBS,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67342079,08343000,3738647.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1123,-46452905,-23612222,355030875000094,3550308005211,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA I-UBS,"PERAMIRIM,R,1",VILA BELA,22534573,08340500,2786931.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1124,-46456902,-23561903,355030857000004,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JD COPA-UBS,"PONTA DE LUCENA,R,330",JD MARABA,65245020,08270340,2774798.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1125,-46452307,-23608385,355030833000073,3550308005306,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DA CONQUISTA II - UBS,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67353079,08345360,3219771.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1126,-46615556,-23612160,355030827000030,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JD DA SAUDE (NEUSA ROSALIA MORALES)-UBS,"DOMINGOS DE ROGATIS,R,187",JD. DA SAUDE,50629586,04290080,2042967.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1127,-46774920,-23575297,355030867000208,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,JD D'ABRIL-UBS,"PAULO MARANHAO,R,444",JD. D'ABRIL,37824742,05398130,2787326.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1128,-46462098,-23512369,355030887000084,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JD DAS CAMELIAS-UBS,"TREVO STA MARIA,R,79",JD CAMELIAS,61518788,08050570,2787334.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1129,-46751551,-23868640,355030855000120,3550308005300,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD DAS FONTES - UBS,"MABEL NORMANDO,R,122",JD DAS FONTES,59752538,04891000,6332439.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1130,-46429597,-23603342,355030833000055,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-UBS,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252,08380460,2787342.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1131,-46379916,-23494881,355030836000113,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-UBS,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415,08122100,2787350.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1132,-46751633,-23622934,355030817000137,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD DAS PALMAS - UBS,"FRANCISCO SALES,R,10",JD DAS PALMAS,58438340,,6329527.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1133,-46589715,-23418473,355030881000267,3550308005191,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD DAS PEDRAS - UBS,"CLOVIS SALGADO,R,220",JD DAS PEDRAS,69922313,02367000,3323331.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1134,-46785231,-23653152,355030819000150,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD ELEDY - UBS,"SEBASTIAO ADVINCULA CUNHA,470",JD ELEDY,,,6365817.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1135,-46670598,-23753251,355030830000114,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ELIANE-UBS,"HENRY ARTHUR JONES,R,201",JD. ELIANA,59315240,04851120,2787369.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1136,-46743255,-23879324,355030852000032,3550308005298,52,MARSILAC,20,PARELHEIROS,Sul,Sul 2,JD EMBURA - UBS,"BENEDITO SCHUNCK,ESTR,08",JD EMBURA,59752192,04893050,6018912.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1137,-46421214,-23529885,355030896000097,3550308005257,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ETELVINA-UBS,"MANOEL TEODORO XAVIER,R,138",JD ETELVINA,61351756,08430570,2787377.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1138,-46395555,-23546737,355030896000120,3550308005260,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD FANGANIELO-UBS,"FRANCISCO NUNES CUBAS,R,60",LAJEADO,65576698,08450460,2787385.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1139,-46575031,-23430922,355030881000193,3550308005191,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD FLOR DE MAIO - UBS,"NOVA PAULISTA,AV,561",JD FLOR DE MAIO,29956006,0236000,5621267.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1140,-46580104,-23435291,355030881000172,3550308005191,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD FONTALIS-UBS,"ANTONIO PICCAROLO,R, 41",JD TREMEMBE,69956257,02323000,2091720.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1141,-46757092,-23653552,355030819000352,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD GERMANIA-UBS,"JOAO FUGULIM,R,338",JD NOVA GERMANIA,55111761,05849460,2787393.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1142,-46515914,-23591570,355030876000082,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD GRIMALDI - UBS,"PEDRO DE CASTRO VELHO,R,523",V BANCARIA,22168076,03921000,2042932.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1143,-46539564,-23599363,355030872000050,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,JD GUAIRACA-UBS,"ERVA IMPERIAL,R,501",CID CONTINENTAL,61046100,03244030,2752263.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1144,-46700579,-23492812,355030829000008,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD GUANABARA-UBS,"PETRONIO PORTELA,MIN,AV,663",FREGUESIA DO O,39752134,02959000,2787407.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1145,-46690298,-23461814,355030811000023,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD GUARANI-UBS,"SANTANA DO ARACUAI,R,160",JD. GUARANI,39215540,02749130,2787415.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1146,-46787445,-23691942,355030843000114,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD GUARUJA-UBS,"JOAO DE ALMADA,R,25",JD. GUARUJA,58735089,05875300,2787423.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1147,-46455845,-23576490,355030857000043,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JD HELIAN-UBS,"CARMEM CARDOSO BORDINI,R,184",JD. HELIAN,65217615,08265090,2787431.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1148,-46757038,-23691596,355030843000141,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD HERCULANO-UBS,"IGNACIO LIMAS,R,11",JD. HERCULANO,58326643,04920050,2787458.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1149,-46696028,-23465527,355030811000130,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD ICARAI (BRASILANDIA)-UBS,"ALMIR DEHAR,AV,201",PQ. BELEM,39218739,02746000,2787466.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1150,-46704938,-23743565,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA)-UBS,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272,04837150,2787474.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1151,-46397352,-23515128,355030836000188,3550308005256,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD INDAIA-UBS,"ANTONIO LEME DA GUERRA,R,182",ITAIM PAULISTA,69632794,08141130,2787989.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1152,-46748695,-23445919,355030842000041,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JD IPANEMA-UBS PEDRO RAVARA,"PEDRO RAVARA,R,11A",JD. IPANEMA,39413457,05187300,2774801.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1153,-46711437,-23783116,355030855000047,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD IPORA -UBS,"FORTE DE LADARIO,R,61",JD IPOR+,59223053,04865120,3689247,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1154,-46509798,-23559758,355030824000147,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD ITAPEMA-UBS,"COSTEIRA,R,572",V.ARISI,67246146,03573010,2752271.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1155,-46499481,-23589591,355030873000182,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JD IV CENTENARIO-UBS,"CAMPO FLORIDO,R,482",JD IMPERADOR,67214249,03940000,2787482.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1156,-46516140,-23583678,355030804000076,3550308005153,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,JD IVA-UBS,"MIGUEL BASTOS SOARES,R,365",JD. IVA,62110884,03910000,2787490.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1157,-46588562,-23505151,355030889000149,3550308005034,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,JD JAPAO-UBS,"SOBRAL JUNIOR,R,452",V MARIA ALTA,29542851,02130020,2787504.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1158,-46751259,-23594344,355030894000034,3550308005181,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,JD JAQUELINE-UBS,"BONIFACIO VERONESE,R,10",JD. JAQUELINE,37511665,05529060,2787512.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1159,-46595688,-23448588,355030881000135,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD JOAMAR-UBS,"AIAMOPOLO  LOBO,R,60",JD JOAMAR,62048387,02320140,2787520.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1160,-46759440,-23688112,355030843000163,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD KAGOHARA-UBS,"TEMAS,DOS,R,25",JD KAGOHARA,58340153,04938000,2787539.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1161,-46493416,-23481916,355030828000143,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JD KERALUX-UBS,"LUCAS GONCALVES,R, 13",ERM MATARAZZO,65466177,03828060,2787547.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1162,-46673017,-23460263,355030811000302,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD LADEIRA ROSA-UBS,"JOSE DA COSTA GAVIAO,R,150",PQ. TIETE,38518818,02772000,2787555.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1163,-46447991,-23487565,355030874000134,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JD LAPENNA - UBS,"SERRA DA JURUOCA,R,36",S+O MIGUEL,,08071180,6873286.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1164,-46762163,-23664866,355030819000089,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD LIDIA-UBS,"GUTEMBERG JOSE FERREIRA,R,500",JD. LIDIA,55114428,05860070,2787563.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1165,-46636549,-23659608,355030838000156,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JD LOURDES - UBS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004",JABAQUARA,50213432,04325000,5120780.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1166,-46789484,-23652956,355030819000295,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA - UBS,"SORIANO ALBUQUERQUE,R,77",JD MACEDONIA,58236158,,6195008.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1167,-46415317,-23491745,355030844000052,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD MAIA-UBS,"MARFIM VEGETAL,R,108",JD. MAIA,65816962,08081330,2062658.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1168,-46770652,-23655166,355030819000080,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MARCELO-UBS,"GASTAO RAUL DE FOURTON BOUSQUET,R,377",JD. MARCELO,58252279,05797000,2787571.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
1169,-46492026,-23569122,355030824000026,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD MARILIA-UBS,"ELZA DOS ANJOS NEVES,R,22",JD MARILIA,67439526,03585100,2027054.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
